"String","Ref. Ten. (lbs)","Swing Speed","Material","Gauge Nominal (mm)","Gauge Acutal (mm)","Stretch at 40 lbs (%)","Stretch at 51 lbs (%)","Stretch at 62 lbs (%)","Actual Pre-impact Tension (lbs)","Dwell Time (ms)","Deflection (mm)","Tension Change (lbs)","Peak Tension (lbs)","Peak Perp. Force (lbs)","Ave Perp. Force (lbs)","Stiffness (lb/in)","Static Loss lbs.","Stabilization Loss (lbs)","Impact Loss (lbs).","Total Loss (lbs)","Tension Loss (%)","Energy Return (%)","String/String COF","String/Ball COF","Spin Potential"
"Gamma Professional Spin 16","62","Medium","Nylon/Zyex","1.35","1.4","NA","NA","9.4","48.55","34.4","24.4","29.1","77.6","23.7","","199.5","8.80","4.39","0.06","13.2","21.5","95.3","0.149","0.395","2.7"
"Gamma Professional Spin 16","62","Fast","Nylon/Zyex","1.35","1.4","NA","NA","9.4","48.27","32.6","30.0","41.2","89.5","33.5","","186.9","8.80","4.67","0.20","13.7","22.1","93.9","0.149","0.395","2.7"
"Gamma Professional Spin 16","51","Slow","Nylon/Zyex","1.35","1.4","NA","NA","9.4","39.40","40.2","18.1","14.1","53.4","12.1","","173.7","7.28","4.04","-0.03","11.2","22.3","97.4","0.149","0.395","2.7"
"Gamma Professional Spin 16","51","Medium","Nylon/Zyex","1.35","1.4","NA","NA","9.4","39.14","36.6","26.1","30.0","69.0","22.5","","179.5","7.28","4.30","0.05","11.7","22.9","95.1","0.149","0.395","2.7"
"Gamma Professional Spin 16","51","Fast","Nylon/Zyex","1.35","1.4","NA","NA","9.4","38.87","34.6","31.9","41.5","80.5","32.1","","165.2","7.28","4.57","0.19","12.1","23.7","93.9","0.149","0.395","2.7"
"Gamma Professional Spin 16","40","Slow","Nylon/Zyex","1.35","1.4","NA","NA","9.4","28.86","44.4","20.6","15.0","43.7","11.2","","142.9","6.37","4.46","-0.09","10.8","27.1","96.2","0.149","0.395","2.7"
"Gamma Professional Spin 16","40","Medium","Nylon/Zyex","1.35","1.4","NA","NA","9.4","28.78","40.0","29.0","29.3","58.0","21.0","","141.2","6.37","4.54","0.05","11.0","27.6","93.1","0.149","0.395","2.7"
"Gamma Professional Spin 16","40","Fast","Nylon/Zyex","1.35","1.4","NA","NA","9.4","28.64","37.7","34.1","40.1","68.8","29.3","","140.0","6.37","4.68","0.15","11.2","28.2","90.4","0.149","0.395","2.7"
"IsoSpeed Pulse 16","62","Slow","Polyester","1.3","1.32","3.0","5.5","7.6","29.97","41.7","20.0","24.3","54.2","13.6","","247.5","13.12","18.65","-0.28","31.5","51","95.3","0.074","0.346","4.7"
"IsoSpeed Pulse 16","62","Medium","Polyester","1.3","1.32","3.0","5.5","7.6","30.52","37.7","27.0","38.8","69.2","23.4","","216.6","13.12","18.10","0.31","31.5","51.1","91.0","0.074","0.346","4.7"
"IsoSpeed Pulse 16","62","Fast","Polyester","1.3","1.32","3.0","5.5","7.6","30.27","35.6","32.0","48.5","78.9","31.5","","192.6","13.12","18.35","0.55","32.0","51.9","86.7","0.074","0.346","4.7"
"IsoSpeed Pulse 16","51","Slow","Polyester","1.3","1.32","3.0","5.5","7.6","22.09","44.9","21.9","25.1","47.2","12.9","","212.0","10.74","17.89","-0.16","28.4","56.1","91.6","0.074","0.346","4.7"
"IsoSpeed Pulse 16","51","Medium","Polyester","1.3","1.32","3.0","5.5","7.6","22.60","40.5","29.0","38.1","60.6","22.0","","184.0","10.74","17.38","0.55","28.7","56.5","86.5","0.074","0.346","4.7"
"IsoSpeed Pulse 16","51","Fast","Polyester","1.3","1.32","3.0","5.5","7.6","22.51","38.5","34.0","46.7","69.2","29.5","","164.6","10.74","17.47","0.66","28.9","56.9","81.5","0.074","0.346","4.7"
"IsoSpeed Pulse 16","40","Slow","Polyester","1.3","1.32","3.0","5.5","7.6","11.82","50.8","24.3","26.7","38.6","11.7","","183.5","8.16","19.71","0.13","28.0","70.6","88.4","0.074","0.346","4.7"
"IsoSpeed Pulse 16","40","Medium","Polyester","1.3","1.32","3.0","5.5","7.6","11.75","46.0","32.2","37.9","49.6","20.0","","148.6","8.16","19.78","0.04","28.0","70.5","79.9","0.074","0.346","4.7"
"IsoSpeed Pulse 16","40","Fast","Polyester","1.3","1.32","3.0","5.5","7.6","12.11","43.6","38.0","45.4","57.6","27.3","","128.0","8.16","19.42","0.86","28.4","71.7","72.2","0.074","0.346","4.7"
"Boris Becker Pulse 16 (1.32)","51","Fast","Nylon","1.32","1.30","3.0","6.1","6.1","42.29","35.0","32.3","37.0","79.2","32.0","16.3","144.0","3.97","4.46","0.22","8.6","17","92.4","0.135","0.451","3.3"
"IsoSpeed Pulse 17","62","Slow","Polyester","1.2","1.22","3.9","6.1","8.5","32.15","41.5","20.0","22.3","54.2","13.6","","225.2","10.94","18.65","-0.22","29.3","47.6","99.2","NA","NA","NA"
"IsoSpeed Pulse 17","62","Medium","Polyester","1.2","1.22","3.9","6.1","8.5","32.66","37.5","27.0","37.5","70.1","23.6","","209.7","10.94","18.14","0.25","29.3","47.5","91.6","NA","NA","NA"
"IsoSpeed Pulse 17","62","Fast","Polyester","1.2","1.22","3.9","6.1","8.5","32.66","35.6","32.0","46.7","79.4","31.8","","185.7","10.94","18.14","0.53","29.5","48","86.1","NA","NA","NA"
"IsoSpeed Pulse 17","51","Slow","Polyester","1.2","1.22","3.9","6.1","8.5","22.82","45.2","22.0","23.8","46.5","12.8","","200.0","9.04","18.86","-0.20","27.8","54.6","92.4","NA","NA","NA"
"IsoSpeed Pulse 17","51","Medium","Polyester","1.2","1.22","3.9","6.1","8.5","23.31","40.8","29.4","36.2","59.5","21.9","","170.3","9.04","18.37","0.51","28.0","55","86.9","NA","NA","NA"
"IsoSpeed Pulse 17","51","Fast","Polyester","1.2","1.22","3.9","6.1","8.5","23.26","38.7","34.2","45.9","69.0","29.5","","159.4","9.04","18.42","0.72","28.2","55.6","83.0","NA","NA","NA"
"IsoSpeed Pulse 17","40","Slow","Polyester","1.2","1.22","3.9","6.1","8.5","13.45","51.0","24.3","24.7","38.1","11.6","","170.9","7.96","18.28","0.11","26.2","66.4","89.7","NA","NA","NA"
"IsoSpeed Pulse 17","40","Medium","Polyester","1.2","1.22","3.9","6.1","8.5","13.87","45.9","32.1","35.5","49.4","19.8","","140.0","7.96","17.86","0.55","26.5","66.4","79.9","NA","NA","NA"
"IsoSpeed Pulse 17","40","Fast","Polyester","1.2","1.22","3.9","6.1","8.5","13.83","43.4","38.0","44.3","58.0","27.6","","124.6","7.96","17.90","0.60","26.5","66.7","76.9","NA","NA","NA"
"SuperString Pure Control V8 17","62","Slow","Polyester","1.2","1.30","7.0","9.1","11.5","36.87","39.4","18.8","20.7","57.6","13.5","","237.2","9.77","15.10","-0.17","24.7","40","97.2","NA","NA","NA"
"SuperString Pure Control V8 17","62","Medium","Polyester","1.2","1.30","7.0","9.1","11.5","37.18","35.8","26.0","36.2","73.2","23.8","","217.2","9.77","14.79","0.11","24.7","40","92.5","NA","NA","NA"
"SuperString Pure Control V8 17","62","Fast","Polyester","1.2","1.30","7.0","9.1","11.5","37.15","33.8","30.8","47.8","85.1","32.7","","205.7","9.77","14.82","0.44","25.1","40.5","89.5","NA","NA","NA"
"SuperString Pure Control V8 17","51","Slow","Polyester","1.2","1.30","7.0","9.1","11.5","24.98","44.3","21.6","21.6","46.7","12.6","","189.2","10.25","15.49","-0.29","25.4","50.2","96.8","NA","NA","NA"
"SuperString Pure Control V8 17","51","Medium","Polyester","1.2","1.30","7.0","9.1","11.5","25.62","39.6","28.2","36.2","61.7","21.8","","185.7","10.25","14.85","0.22","25.4","49.9","90.2","NA","NA","NA"
"SuperString Pure Control V8 17","51","Fast","Polyester","1.2","1.30","7.0","9.1","11.5","25.62","37.3","34.0","46.3","71.9","30.5","","162.9","10.25","14.85","0.42","25.6","50.3","84.6","NA","NA","NA"
"SuperString Pure Control V8 17","40","Slow","Polyester","1.2","1.30","7.0","9.1","11.5","16.32","49.7","24.0","22.1","38.4","11.5","","155.4","8.31","15.06","-0.13","23.2","58.6","92.4","NA","NA","NA"
"SuperString Pure Control V8 17","40","Medium","Polyester","1.2","1.30","7.0","9.1","11.5","16.85","44.5","32.0","33.7","50.7","20.3","","134.3","8.31","14.53","0.38","23.2","58.5","84.3","NA","NA","NA"
"SuperString Pure Control V8 17","40","Fast","Polyester","1.2","1.30","7.0","9.1","11.5","16.82","42.0","37.8","41.9","58.7","27.7","","119.4","8.31","14.56","0.48","23.4","58.8","79.2","NA","NA","NA"
"IsoSpeed Pyramid 16","62","Slow","Polyester","1.3","1.30","2.7","3.9","6.1","32.44","40.7","19.9","24.5","56.9","14.1","","252.6","11.31","17.99","-0.17","29.1","47.2","93.5","0.081","0.571","7"
"IsoSpeed Pyramid 16","62","Medium","Polyester","1.3","1.30","2.7","3.9","6.1","32.81","36.8","26.1","39.7","72.5","23.7","","236.0","11.31","17.62","0.31","29.3","47.4","90.8","0.081","0.571","7"
"IsoSpeed Pyramid 16","62","Fast","Polyester","1.3","1.30","2.7","3.9","6.1","32.79","34.8","31.7","50.3","83.1","33.0","","203.5","11.31","17.64","0.77","29.8","48.1","85.7","0.081","0.571","7"
"IsoSpeed Pyramid 16","51","Slow","Polyester","1.3","1.30","2.7","3.9","6.1","21.65","45.0","22.0","25.8","47.4","13.0","","216.0","10.32","18.75","-0.20","28.9","56.9","92.5","0.081","0.571","7"
"IsoSpeed Pyramid 16","51","Medium","Polyester","1.3","1.30","2.7","3.9","6.1","22.14","40.4","29.0","39.9","62.2","22.5","","193.2","10.32","18.26","0.42","28.9","57.2","86.9","0.081","0.571","7"
"IsoSpeed Pyramid 16","51","Fast","Polyester","1.3","1.30","2.7","3.9","6.1","22.09","38.2","34.0","49.8","71.9","30.6","","174.9","10.32","18.31","0.79","29.3","58","83.5","0.081","0.571","7"
"IsoSpeed Pyramid 16","40","Slow","Polyester","1.3","1.30","2.7","3.9","6.1","14.16","49.3","24.0","27.1","41.5","12.4","","192.0","7.54","17.99","0.00","25.6","64.3","90.2","0.081","0.571","7"
"IsoSpeed Pyramid 16","40","Medium","Polyester","1.3","1.30","2.7","3.9","6.1","14.24","44.0","31.9","40.4","54.7","21.8","","161.2","7.54","17.91","0.19","25.6","64.6","82.1","0.081","0.571","7"
"IsoSpeed Pyramid 16","40","Fast","Polyester","1.3","1.30","2.7","3.9","6.1","14.46","41.6","36.8","48.5","63.1","29.0","","145.2","7.54","17.69","0.70","26.0","65.3","76.2","0.081","0.571","7"
"Y-Tex Quadro Twist 16L","40","Slow","Polyester","1.26","NA","2.4","4.5","6.1","12.92","51.0","24.8","26.5","39.5","12.2","5.4","176.0","6.99","19.78","0.11","26.9","67.7","90.1","0.069","0.425","6.2"
"Y-Tex Quadro Twist 16L","40","Medium","Polyester","1.26","NA","2.4","4.5","6.1","13.47","45.1","32.3","37.9","51.4","20.8","9.2","148.0","6.99","19.23","0.66","26.9","67.7","78.7","0.069","0.425","6.2"
"Y-Tex Quadro Twist 16L","40","Fast","Polyester","1.26","NA","2.4","4.5","6.1","13.52","42.6","38.0","45.6","59.1","28.1","12.2","128.0","6.99","19.18","0.80","26.9","67.9","74.8","0.069","0.425","6.2"
"Y-Tex Quadro Twist 16L","51","Slow","Polyester","1.26","NA","2.4","4.5","6.1","25.82","44.1","21.5","24.9","50.7","13.6","6.6","219.5","8.82","16.08","-0.38","24.5","48.3","95.1","0.069","0.425","6.2"
"Y-Tex Quadro Twist 16L","51","Medium","Polyester","1.26","NA","2.4","4.5","6.1","26.88","38.5","28.2","40.1","67.0","23.6","11.1","205.2","8.82","15.02","0.29","24.0","47.6","90.6","0.069","0.425","6.2"
"Y-Tex Quadro Twist 16L","51","Fast","Polyester","1.26","NA","2.4","4.5","6.1","26.83","36.3","33.8","49.8","76.7","32.4","14.8","177.7","8.82","15.07","0.70","24.5","48.5","84.8","0.069","0.425","6.2"
"Y-Tex Quadro Twist 16L","62","Slow","Polyester","1.26","NA","2.4","4.5","6.1","40.00","39.4","17.7","21.6","61.7","13.6","7.5","281.8","7.72","14.02","-0.33","21.4","34.7","97.2","0.069","0.425","6.2"
"Y-Tex Quadro Twist 16L","62","Medium","Polyester","1.26","NA","2.4","4.5","6.1","40.59","35.0","26.0","38.4","78.9","25.7","12.5","230.9","7.72","13.43","0.11","21.2","34.4","93.1","0.069","0.425","6.2"
"Y-Tex Quadro Twist 16L","62","Fast","Polyester","1.26","NA","2.4","4.5","6.1","40.59","33.0","30.4","48.7","89.3","34.0","16.4","214.3","7.72","13.43","0.59","21.8","35.2","88.9","0.069","0.425","6.2"
"Tourna Quasi Gut 17","51","Fast","Nylon","1.26","NA","2.1","4.2","6.1","38.34","36.2","33.7","36.2","74.5","31.3","15.2","129.2","4.19","8.19","0.17","12.6","24.7","91.4","0.101","0.524","5.2"
"Tourna Quasi-Gut 16","62","Slow","Nylon","1.3","1.35","7.3","8.5","9.7","48.29","37.1","17.3","14.1","62.4","13.5","","190.9","6.92","6.53","0.00","13.5","21.8","98.2","0.128","NA","NA"
"Tourna Quasi-Gut 16","62","Medium","Nylon","1.3","1.35","7.3","8.5","9.7","48.16","34.5","24.1","28.9","77.0","23.2","","201.7","6.92","6.66","0.05","13.7","22.1","96.0","0.128","NA","NA"
"Tourna Quasi-Gut 16","62","Fast","Nylon","1.3","1.35","7.3","8.5","9.7","48.00","32.8","29.9","39.9","88.0","32.8","","181.7","6.92","6.82","0.24","13.9","22.6","93.9","0.128","NA","NA"
"Tourna Quasi-Gut 16","51","Slow","Nylon","1.3","1.35","7.3","8.5","9.7","38.63","40.4","9.0","15.0","53.6","6.0","","749.2","5.80","6.29","-0.05","12.1","23.7","96.4","0.128","NA","NA"
"Tourna Quasi-Gut 16","51","Medium","Nylon","1.3","1.35","7.3","8.5","9.7","38.61","37.0","26.1","28.4","67.0","21.9","","169.2","5.80","6.31","0.04","12.1","24","94.3","0.128","NA","NA"
"Tourna Quasi-Gut 16","51","Fast","Nylon","1.3","1.35","7.3","8.5","9.7","38.54","35.0","32.0","38.8","77.4","30.9","","154.3","5.80","6.38","0.17","12.3","24.3","90.4","0.128","NA","NA"
"Tourna Quasi-Gut 16","40","Slow","Nylon","1.3","1.35","7.3","8.5","9.7","28.66","44.6","21.3","15.4","44.1","11.7","","138.3","5.29","5.74","0.00","11.0","27.8","95.5","0.128","NA","NA"
"Tourna Quasi-Gut 16","40","Medium","Nylon","1.3","1.35","7.3","8.5","9.7","28.64","40.5","29.1","28.7","57.3","20.8","","137.7","5.29","5.76","0.02","11.0","27.9","94.5","0.128","NA","NA"
"Tourna Quasi-Gut 16","40","Fast","Nylon","1.3","1.35","7.3","8.5","9.7","28.60","38.2","34.2","38.1","66.8","28.6","","132.0","5.29","5.80","0.11","11.2","28.2","89.1","0.128","NA","NA"
"Tourna Quasi-Gut Armor 16","51","Fast","Nylon/Polyester","1.3","NA","7.3","5.5","4.5","44.10","34.4","32.0","38.6","82.7","33.1","16.2","153.2","2.91","3.71","0.09","6.6","13.2","93.3","0.107","0.526","4.9"
"Tourna Quasi-Gut Armor 17","51","Fast","Nylon/Polyester","1.25","1.30","1.5","2.7","9.4","42.01","35.2","32.2","36.8","78.7","31.7","16.0","144.0","3.40","5.31","0.20","8.8","17.6","92.7","0.097","0.548","5.6"
"Double AR Raptor 1.27","51","Slow","Polyester","1.27","NA","1.2","1.8","2.4","39.49","39.1","18.4","23.6","63.1","14.5","7.5","282.3","3.31","7.92","-0.18","11.0","21.8","97.0","0.098","0.521","5.3"
"Double AR Raptor 1.27","40","Slow","Polyester","1.27","NA","1.2","1.8","2.4","24.52","43.5","21.3","28.4","52.9","14.1","6.6","254.3","5.05","10.12","-0.04","15.2","38.1","96.8","0.098","0.521","5.3"
"Double AR Raptor 1.27","40","Medium","Polyester","1.27","NA","1.2","1.8","2.4","24.83","37.9","28.1","46.3","71.2","25.0","11.5","239.5","5.05","9.81","0.29","15.2","38.2","91.8","0.098","0.521","5.3"
"Double AR Raptor 1.27","40","Fast","Polyester","1.27","NA","1.2","1.8","2.4","24.78","35.4","33.3","58.7","83.3","34.7","15.6","214.9","5.05","9.86","0.37","15.2","38.5","87.0","0.098","0.521","5.3"
"Double AR Raptor 1.27","62","Slow","Polyester","1.27","NA","1.2","1.8","2.4","49.35","36.8","17.9","21.2","70.6","15.8","8.0","269.7","3.11","9.28","-0.13","12.3","19.9","97.6","0.098","0.521","5.3"
"Double AR Raptor 1.27","51","Medium","Polyester","1.27","NA","1.2","1.8","2.4","39.69","34.8","26.0","41.9","81.6","26.5","12.8","252.6","3.31","7.72","0.07","11.0","21.9","93.1","0.098","0.521","5.3"
"Double AR Raptor 1.27","51","Fast","Polyester","1.27","NA","1.2","1.8","2.4","39.78","32.7","30.1","53.1","92.8","34.9","16.5","238.3","3.31","7.63","0.38","11.2","22.3","89.5","0.098","0.521","5.3"
"Double AR Raptor 1.27","62","Medium","Polyester","1.27","NA","1.2","1.8","2.4","49.57","33.1","24.1","38.8","88.4","26.6","13.7","272.0","3.11","9.06","0.13","12.3","19.9","95.8","0.098","0.521","5.3"
"Double AR Raptor 1.27","62","Fast","Polyester","1.27","NA","1.2","1.8","2.4","49.46","31.2","29.0","50.5","99.9","36.2","18.4","243.5","3.11","9.17","0.38","12.6","20.5","90.2","0.098","0.521","5.3"
"Tecnifibre Razor Code 16 (1.30)","40","Slow","Polyester","1.3","NA","1.5","2.7","3.3","18.30","45.6","22.0","30.4","48.7","13.4","6.3","255.5","5.95","15.44","-0.02","21.4","53.8","95.5","0.09","0.376","4.2"
"Tecnifibre Razor Code 16 (1.30)","40","Medium","Polyester","1.3","NA","1.5","2.7","3.3","18.72","39.7","29.6","47.6","66.4","24.6","10.7","220.0","5.95","15.02","0.35","21.4","53.7","86.5","0.09","0.376","4.2"
"Tecnifibre Razor Code 16 (1.30)","40","Fast","Polyester","1.3","NA","1.5","2.7","3.3","18.72","37.0","34.0","59.3","77.8","33.1","14.5","208.6","5.95","15.02","0.53","21.6","54.2","80.3","0.09","0.376","4.2"
"Tecnifibre Razor Code 16 (1.30)","51","Slow","Polyester","1.3","NA","1.5","2.7","3.3","34.11","40.0","19.4","26.2","60.4","14.6","7.1","284.6","5.36","11.25","-0.18","16.3","32.4","97.6","0.09","0.376","4.2"
"Tecnifibre Razor Code 16 (1.30)","51","Medium","Polyester","1.3","NA","1.5","2.7","3.3","34.55","35.3","27.0","45.0","79.6","26.8","15.5","251.5","5.36","10.81","0.15","16.3","32.2","91.0","0.09","0.376","4.2"
"Tecnifibre Razor Code 16 (1.30)","51","Fast","Polyester","1.3","NA","1.5","2.7","3.3","34.55","33.1","31.0","57.3","91.9","35.6","16.5","242.9","5.36","10.81","0.39","16.5","32.7","87.8","0.09","0.376","4.2"
"Tecnifibre Razor Code 16 (1.30)","62","Slow","Polyester","1.3","NA","1.5","2.7","3.3","47.03","36.7","17.8","23.2","70.3","15.7","8.1","297.2","4.76","9.95","-0.22","14.6","23.5","98.6","0.09","0.376","4.2"
"Tecnifibre Razor Code 16 (1.30)","62","Medium","Polyester","1.3","NA","1.5","2.7","3.3","47.32","32.8","24.0","42.1","89.3","26.8","13.3","296.6","4.76","9.66","0.13","14.6","23.6","94.9","0.09","0.376","4.2"
"Tecnifibre Razor Code 16 (1.30)","62","Fast","Polyester","1.3","NA","1.5","2.7","3.3","47.30","31.0","28.5","55.1","102.3","36.5","17.6","275.5","4.76","9.68","0.44","15.0","24.1","91.2","0.09","0.376","4.2"
"Tecnifibre Razor Code 17 (1.25)","51","Fast","Polyester","1.25","NA","2.1","6.1","3.3","35.94","33.4","31.0","54.2","90.2","34.9","16.3","229.2","4.06","10.72","0.22","15.0","29.6","88.7","0.086","0.48","5.6"
"Tecnifibre Razor Code 18 (1.20)","51","Fast","Polyester","1.2","1.16","NA","7.0","4.5","36.71","33.6","31.1","51.4","88.2","34.2","16.6","216.6","3.64","10.37","0.35","14.3","28.3","88.7","0.083","0.509","6.1"
"Tecnifibre Razor Soft 17 (1.25)","51","Fast","Polyester","1.25","1.14","5.8","3.3","4.8","34.18","34.0","31.7","52.5","86.7","34.4","16.1","212.0","5.14","11.40","0.36","17.0","33.3","88.4","0.07","0.517","7.4"
"Tecnifibre Razor Spin 17/1.25","51","Fast","Polyester","1.25","1.40","7.9","3.0","10.3","37.48","33.4","31.0","52.7","90.2","34.9","16.3","222.3","4.54","8.70","0.19","13.5","26.5","89.9","0.072","0.622","8.6"
"Wilson Reaction 16","62","Slow","Nylon","1.3","1.31","7.6","8.8","10.0","47.19","38.5","18.0","13.9","61.1","13.7","","173.2","7.21","7.34","0.03","14.6","23.6","94.1","0.177","0.424","2.4"
"Wilson Reaction 16","62","Medium","Nylon","1.3","1.31","7.6","8.8","10.0","47.08","35.5","25.9","28.9","76.1","24.6","","176.0","7.21","7.45","0.07","14.8","23.9","95.5","0.177","0.424","2.4"
"Wilson Reaction 16","62","Fast","Nylon","1.3","1.31","7.6","8.8","10.0","46.90","33.6","30.6","39.5","86.2","33.0","","170.3","7.21","7.63","0.20","15.0","24.4","92.4","0.177","0.424","2.4"
"Wilson Reaction 16","51","Slow","Nylon","1.3","1.31","7.6","8.8","10.0","37.66","41.9","19.5","14.1","51.8","12.7","","150.3","6.17","6.89","-0.02","13.0","25.7","96.0","0.177","0.424","2.4"
"Wilson Reaction 16","51","Medium","Nylon","1.3","1.31","7.6","8.8","10.0","37.64","38.1","27.9","28.7","66.4","23.1","","150.3","6.17","6.91","0.07","13.2","25.9","94.9","0.177","0.424","2.4"
"Wilson Reaction 16","51","Fast","Nylon","1.3","1.31","7.6","8.8","10.0","37.53","35.9","33.0","39.0","76.5","31.5","","146.3","6.17","7.02","0.20","13.5","26.4","91.4","0.177","0.424","2.4"
"Wilson Reaction 16","40","Slow","Nylon","1.3","1.31","7.6","8.8","10.0","28.33","46.0","21.8","15.2","43.4","11.8","","129.7","5.14","6.22","0.00","11.2","28.6","95.6","0.177","0.424","2.4"
"Wilson Reaction 16","40","Medium","Nylon","1.3","1.31","7.6","8.8","10.0","28.33","41.3","30.0","29.1","57.6","21.6","","131.4","5.14","6.22","0.06","11.5","28.8","91.8","0.177","0.424","2.4"
"Wilson Reaction 16","40","Fast","Nylon","1.3","1.31","7.6","8.8","10.0","28.29","39.0","35.9","38.4","66.6","29.9","","121.2","5.14","6.26","0.13","11.5","29.1","88.9","0.177","0.424","2.4"
"Prince Recoil 16","62","Slow","Nylon","1.3","1.36","7.3","8.5","9.4","49.17","37.3","17.3","15.7","64.8","14.0","","211.5","7.12","5.45","-0.11","12.3","20.2","96.6","0.098","0.331","3.4"
"Prince Recoil 16","62","Medium","Nylon","1.3","1.36","7.3","8.5","9.4","49.02","33.7","26.1","35.5","84.5","27.6","","212.0","7.12","5.60","0.29","13.0","21.1","95.1","0.098","0.331","3.4"
"Prince Recoil 16","62","Fast","Nylon","1.3","1.36","7.3","8.5","9.4","48.66","32.0","31.0","47.4","96.1","37.2","","200.6","7.12","5.96","0.33","13.5","21.7","94.1","0.098","0.331","3.4"
"Prince Recoil 16","51","Slow","Nylon","1.3","1.36","7.3","8.5","9.4","39.38","40.4","19.0","15.9","55.1","13.1","","178.3","6.22","5.12","0.02","11.2","22.4","97.8","0.098","0.331","3.4"
"Prince Recoil 16","51","Medium","Nylon","1.3","1.36","7.3","8.5","9.4","39.20","35.9","28.1","35.5","74.7","26.2","","182.9","6.22","5.30","0.06","11.5","22.8","94.9","0.098","0.331","3.4"
"Prince Recoil 16","51","Fast","Nylon","1.3","1.36","7.3","8.5","9.4","39.05","34.0","33.0","46.5","85.6","35.3","","173.7","6.22","5.45","0.40","12.1","23.8","91.4","0.098","0.331","3.4"
"Prince Recoil 16","40","Slow","Nylon","1.3","1.36","7.3","8.5","9.4","28.22","45.1","21.6","17.0","45.2","12.2","","149.2","5.98","5.49","0.06","11.5","29.1","97.2","0.098","0.331","3.4"
"Prince Recoil 16","40","Medium","Nylon","1.3","1.36","7.3","8.5","9.4","28.11","39.4","31.4","36.4","64.4","25.3","","149.2","5.98","5.60","0.17","11.7","29.6","91.6","0.098","0.331","3.4"
"Prince Recoil 16","40","Fast","Nylon","1.3","1.36","7.3","8.5","9.4","27.98","37.2","36.0","46.3","74.3","33.5","","145.2","5.98","5.73","0.24","11.9","30.1","88.2","0.098","0.331","3.4"
"Wilson Red Alert 16","62","Slow","Nylon","1.32","1.36","6.7","8.2","9.1","52.28","35.7","16.6","15.2","67.5","14.0","","225.7","6.75","2.71","-0.09","9.3","15.2","95.8","0.137","0.409","3"
